epoch,loss
0,0.166254
10,0.048336
20,0.039866
30,0.036484
40,0.034770
50,0.033754
60,0.033078
70,0.032581
80,0.032175
90,0.031810
100,0.031400
110,0.030982
120,0.030474
130,0.029933
140,0.029395
150,0.028897
160,0.028472
170,0.028137
180,0.027900
190,0.027755
200,0.027693
210,0.027688
220,0.027707
230,0.027721
240,0.027559
250,0.027050
260,0.026079
270,0.024653
280,0.022884
290,0.020918
300,0.018891
310,0.016904
320,0.015028
330,0.013313
340,0.011776
350,0.010417
360,0.009230
370,0.008207
380,0.007341
390,0.006618
400,0.006021
410,0.005532
420,0.005138
430,0.004826
440,0.004581
450,0.004392
460,0.004241
470,0.004106
480,0.003967
490,0.003820
500,0.003675
510,0.003527
520,0.003327
530,0.003150
540,0.002994
550,0.002854
560,0.002725
570,0.002604
580,0.002490
590,0.002381
600,0.002277
610,0.002177
620,0.002081
630,0.001989
640,0.001901
650,0.001815
660,0.001733
670,0.001655
680,0.001579
690,0.001508
700,0.001440
710,0.001376
720,0.001315
730,0.001258
740,0.001204
750,0.001153
760,0.001105
770,0.001060
780,0.001018
790,0.000979
800,0.000941
810,0.000906
820,0.000873
830,0.000842
840,0.000813
850,0.000785
860,0.000759
870,0.000735
880,0.000712
890,0.000690
900,0.000669
910,0.000649
920,0.000630
930,0.000613
940,0.000596
950,0.000580
960,0.000564
970,0.000550
980,0.000536
990,0.000523
1000,0.000510
1010,0.000498
1020,0.000486
1030,0.000475
1040,0.000464
1050,0.000454
1060,0.000444
1070,0.000435
1080,0.000426
1090,0.000417
1100,0.000409
1110,0.000401
1120,0.000393
1130,0.000385
1140,0.000378
1150,0.000371
1160,0.000364
1170,0.000358
1180,0.000351
1190,0.000345
1200,0.000339
1210,0.000333
1220,0.000328
1230,0.000322
1240,0.000317
1250,0.000312
1260,0.000307
1270,0.000302
1280,0.000297
1290,0.000292
1300,0.000288
1310,0.000284
1320,0.000279
1330,0.000275
1340,0.000271
1350,0.000267
1360,0.000263
1370,0.000260
1380,0.000256
1390,0.000253
1400,0.000249
1410,0.000246
1420,0.000242
1430,0.000239
1440,0.000236
1450,0.000233
1460,0.000230
1470,0.000227
1480,0.000224
1490,0.000221
1500,0.000218
1510,0.000216
1520,0.000213
1530,0.000211
1540,0.000208
1550,0.000206
1560,0.000203
1570,0.000201
1580,0.000198
1590,0.000196
1600,0.000194
1610,0.000192
1620,0.000190
1630,0.000187
1640,0.000185
1650,0.000183
1660,0.000181
1670,0.000179
1680,0.000178
1690,0.000176
1700,0.000174
1710,0.000172
1720,0.000170
1730,0.000169
1740,0.000167
1750,0.000165
1760,0.000164
1770,0.000162
1780,0.000160
1790,0.000159
1800,0.000157
1810,0.000156
1820,0.000154
1830,0.000153
1840,0.000151
1850,0.000150
1860,0.000149
1870,0.000147
1880,0.000146
1890,0.000145
1900,0.000143
1910,0.000142
1920,0.000141
1930,0.000140
1940,0.000138
1950,0.000137
1960,0.000136
1970,0.000135
1980,0.000134
1990,0.000133
2000,0.000132
2010,0.000131
2020,0.000129
2030,0.000128
2040,0.000127
2050,0.000126
2060,0.000125
2070,0.000124
2080,0.000123
2090,0.000123
2100,0.000122
2110,0.000121
2120,0.000120
2130,0.000119
2140,0.000118
2150,0.000117
2160,0.000116
2170,0.000115
2180,0.000115
2190,0.000114
2200,0.000113
2210,0.000112
2220,0.000111
2230,0.000111
2240,0.000110
2250,0.000109
2260,0.000108
2270,0.000108
2280,0.000107
2290,0.000106
2300,0.000105
2310,0.000105
2320,0.000104
2330,0.000103
2340,0.000103
2350,0.000102
2360,0.000101
2370,0.000101
2380,0.000100
2390,0.000099
2400,0.000099
2410,0.000098
2420,0.000098
2430,0.000097
2440,0.000096
2450,0.000096
2460,0.000095
2470,0.000095
2480,0.000094
2490,0.000094
2500,0.000093
2510,0.000092
2520,0.000092
2530,0.000091
2540,0.000091
2550,0.000090
2560,0.000090
2570,0.000089
2580,0.000089
2590,0.000088
2600,0.000088
2610,0.000087
2620,0.000087
2630,0.000086
2640,0.000086
2650,0.000085
2660,0.000085
2670,0.000084
2680,0.000084
2690,0.000084
2700,0.000083
2710,0.000083
2720,0.000082
2730,0.000082
2740,0.000081
2750,0.000081
2760,0.000081
2770,0.000080
2780,0.000080
2790,0.000079
2800,0.000079
2810,0.000079
2820,0.000078
2830,0.000078
2840,0.000077
2850,0.000077
2860,0.000077
2870,0.000076
2880,0.000076
2890,0.000076
2900,0.000075
2910,0.000075
2920,0.000075
2930,0.000074
2940,0.000074
2950,0.000073
2960,0.000073
2970,0.000073
2980,0.000072
2990,0.000072
3000,0.000072
3010,0.000071
3020,0.000071
3030,0.000071
3040,0.000071
3050,0.000070
3060,0.000070
3070,0.000070
3080,0.000069
3090,0.000069
3100,0.000069
3110,0.000068
3120,0.000068
3130,0.000068
3140,0.000068
3150,0.000067
3160,0.000067
3170,0.000067
3180,0.000066
3190,0.000066
3200,0.000066
3210,0.000066
3220,0.000065
3230,0.000065
3240,0.000065
3250,0.000065
3260,0.000064
3270,0.000064
3280,0.000064
3290,0.000064
3300,0.000063
3310,0.000063
3320,0.000063
3330,0.000063
3340,0.000062
3350,0.000062
3360,0.000062
3370,0.000062
3380,0.000061
3390,0.000061
3400,0.000061
3410,0.000061
3420,0.000060
3430,0.000060
3440,0.000060
3450,0.000060
3460,0.000059
3470,0.000059
3480,0.000059
3490,0.000059
3500,0.000059
3510,0.000058
3520,0.000058
3530,0.000058
3540,0.000058
3550,0.000058
3560,0.000057
3570,0.000057
3580,0.000057
3590,0.000057
3600,0.000057
3610,0.000056
3620,0.000056
3630,0.000056
3640,0.000056
3650,0.000056
3660,0.000055
3670,0.000055
3680,0.000055
3690,0.000055
3700,0.000055
3710,0.000054
3720,0.000054
3730,0.000054
3740,0.000054
3750,0.000054
3760,0.000054
3770,0.000053
3780,0.000053
3790,0.000053
3800,0.000053
3810,0.000053
3820,0.000052
3830,0.000052
3840,0.000052
3850,0.000052
3860,0.000052
3870,0.000052
3880,0.000051
3890,0.000051
3900,0.000051
3910,0.000051
3920,0.000051
3930,0.000051
3940,0.000050
3950,0.000050
3960,0.000050
3970,0.000050
3980,0.000050
3990,0.000050
4000,0.000050
4010,0.000049
4020,0.000049
4030,0.000049
4040,0.000049
4050,0.000049
4060,0.000049
4070,0.000048
4080,0.000048
4090,0.000048
4100,0.000048
4110,0.000048
4120,0.000048
4130,0.000048
4140,0.000047
4150,0.000047
4160,0.000047
4170,0.000047
4180,0.000047
4190,0.000047
4200,0.000047
4210,0.000046
4220,0.000046
4230,0.000046
4240,0.000046
4250,0.000046
4260,0.000046
4270,0.000046
4280,0.000046
4290,0.000045
4300,0.000045
4310,0.000045
4320,0.000045
4330,0.000045
4340,0.000045
4350,0.000045
4360,0.000045
4370,0.000044
4380,0.000044
4390,0.000044
4400,0.000044
4410,0.000044
4420,0.000044
4430,0.000044
4440,0.000044
4450,0.000043
4460,0.000043
4470,0.000043
4480,0.000043
4490,0.000043
4500,0.000043
4510,0.000043
4520,0.000043
4530,0.000042
4540,0.000042
4550,0.000042
4560,0.000042
4570,0.000042
4580,0.000042
4590,0.000042
4600,0.000042
4610,0.000042
4620,0.000041
4630,0.000041
4640,0.000041
4650,0.000041
4660,0.000041
4670,0.000041
4680,0.000041
4690,0.000041
4700,0.000041
4710,0.000041
4720,0.000040
4730,0.000040
4740,0.000040
4750,0.000040
4760,0.000040
4770,0.000040
4780,0.000040
4790,0.000040
4800,0.000040
4810,0.000039
4820,0.000039
4830,0.000039
4840,0.000039
4850,0.000039
4860,0.000039
4870,0.000039
4880,0.000039
4890,0.000039
4900,0.000039
4910,0.000039
4920,0.000038
4930,0.000038
4940,0.000038
4950,0.000038
4960,0.000038
4970,0.000038
4980,0.000038
4990,0.000038
5000,0.000038
5010,0.000038
5020,0.000038
5030,0.000037
5040,0.000037
5050,0.000037
5060,0.000037
5070,0.000037
5080,0.000037
5090,0.000037
5100,0.000037
5110,0.000037
5120,0.000037
5130,0.000037
5140,0.000036
5150,0.000036
5160,0.000036
5170,0.000036
5180,0.000036
5190,0.000036
5200,0.000036
5210,0.000036
5220,0.000036
5230,0.000036
5240,0.000036
5250,0.000036
5260,0.000035
5270,0.000035
5280,0.000035
5290,0.000035
5300,0.000035
5310,0.000035
5320,0.000035
5330,0.000035
5340,0.000035
5350,0.000035
5360,0.000035
5370,0.000035
5380,0.000035
5390,0.000034
5400,0.000034
5410,0.000034
5420,0.000034
5430,0.000034
5440,0.000034
5450,0.000034
5460,0.000034
5470,0.000034
5480,0.000034
5490,0.000034
5500,0.000034
5510,0.000034
5520,0.000034
5530,0.000033
5540,0.000033
5550,0.000033
5560,0.000033
5570,0.000033
5580,0.000033
5590,0.000033
5600,0.000033
5610,0.000033
5620,0.000033
5630,0.000033
5640,0.000033
5650,0.000033
5660,0.000033
5670,0.000032
5680,0.000032
5690,0.000032
5700,0.000032
5710,0.000032
5720,0.000032
5730,0.000032
5740,0.000032
5750,0.000032
